iter	Passed	Remaining
1663	68580	13848
1664	68616	13805
1665	68650	13763
1666	68686	13720
1667	68719	13678
1668	68752	13635
1669	68787	13592
1670	68822	13550
1671	68856	13507
1672	68890	13465
1673	68925	13422
1674	68958	13379
1675	68991	13337
1676	69025	13294
1677	69061	13252
1678	69095	13210
1679	69131	13167
1680	69167	13125
1681	69202	13083
1682	69234	13040
1683	69269	12998
1684	69304	12956
1685	69338	12913
1686	69374	12871
1687	69409	12829
1688	69446	12787
1689	69481	12745
1690	69516	12702
1691	69551	12660
1692	69583	12617
1693	69618	12575
1694	69649	12532
1695	69684	12490
1696	69719	12448
1697	69754	12406
1698	69789	12364
1699	69825	12322
1700	69861	12280
1701	69895	12237
1702	69929	12195
1703	69963	12153
1704	69995	12110
1705	70031	12068
1706	70065	12026
1707	70101	11984
1708	70136	11942
1709	70173	11900
1710	70208	11858
1711	70240	11816
1712	70274	11773
1713	70308	11731
1714	70344	11689
1715	70375	11647
1716	70408	11604
1717	70444	11563
1718	70447	11515
1719	70483	11474
1720	70518	11432
1721	70553	11390
1722	70588	11348
1723	70624	11306
1724	70658	11264
1725	70687	11221
1726	70720	11179
1727	70755	11137
1728	70790	11095
1729	70824	11053
1730	70859	11011
1731	70894	10969
1732	70929	10928
1733	70964	10886
1734	70999	10844
1735	71034	10802
1736	71069	10760
1737	71103	10718
1738	71137	10676
1739	71174	10635
1740	71207	10593
1741	71238	10550
1742	71274	10509
1743	71277	10462
1744	71310	10420
1745	71346	10379
1746	71381	10337
1747	71417	10295
1748	71448	10253
1749	71483	10211
1750	71518	10170
1751	71552	10128
1752	71588	10086
1753	71622	10045
1754	71664	10004
1755	71714	9964
1756	71757	9924
1757	71784	9881
1758	71864	9846
1759	71890	9803
1760	71920	9760
1761	71951	9718
1762	71986	9677
1763	72043	9638
1764	72069	9595
1765	72100	9553
1766	72145	9513
1767	72172	9470
1768	72199	9427
1769	72248	9388
1770	72292	9347
1771	72319	9305
1772	72350	9263
1773	72399	9223
1774	72427	9180
1775	72449	9137
1776	72481	9095
1777	72530	9056
1778	72563	9014
1779	72619	8975
1780	72663	8935
1781	72693	8892
1782	72741	8852
1783	72780	8811
1784	72822	8771
1785	72889	8733
1786	72923	8692
1787	72973	8652
1788	73019	8612
1789	73055	8570
1790	73101	8530
1791	73135	8488
1792	73167	8447
1793	73209	8406
1794	73246	8365
1795	73283	8323
1796	73323	8283
1797	73352	8240
1798	73383	8199
1799	73414	8157
1800	73449	8115
1801	73504	8076
1802	73535	8034
1803	73568	7993
1804	73603	7951
1805	73637	7910
1806	73676	7869
1807	73710	7827
1808	73751	7786
1809	73793	7746
1810	73837	7705
1811	73900	7667
1812	73966	7629
1813	74069	7594
1814	74177	7560
1815	74302	7528
1816	74349	7488
1817	74395	7447
1818	74435	7406
1819	74491	7367
1820	74556	7328
1821	74614	7289
1822	74693	7252
1823	74760	7213
1824	74838	7176
1825	74931	7140
1826	75023	7103
1827	75084	7064
1828	75135	7024
1829	75205	6986
1830	75254	6945
1831	75325	6907
1832	75410	6870
1833	75502	6833
1834	75578	6795
1835	75698	6761
1836	75769	6723
1837	75856	6685
1838	75895	6644
1839	76001	6608
1840	76074	6570
1841	76174	6533
1842	76271	6497
1843	76349	6459
1844	76415	6419
1845	76516	6383
1846	76592	6344
1847	76671	6306
1848	76780	6270
1849	76881	6233
1850	76928	6192
1851	76968	6150
1852	77010	6109
1853	77054	6067
1854	77092	6026
1855	77138	5984
1856	77188	5943
1857	77224	5901
1858	77272	5860
1859	77319	5819
1860	77361	5778
1861	77406	5736
1862	77450	5695
1863	77494	5654
1864	77536	5612
1865	77586	5571
1866	77644	5531
1867	77702	5490
1868	77740	5448
1869	77791	5407
1870	77861	5368
1871	77920	5327
1872	77992	5288
1873	78041	5247
1874	78102	5206
1875	78158	5166
1876	78207	5124
1877	78244	5082
1878	78291	5041
1879	78347	5000
1880	78400	4959
1881	78442	4918
1882	78490	4877
1883	78524	4834
1884	78566	4793
1885	78609	4751
1886	78652	4709
1887	78694	4668
1888	78732	4626
1889	78769	4584
1890	78806	4542
1891	78850	4500
1892	78903	4459
1893	78945	4418
1894	78985	4376
1895	79027	4334
1896	79071	4293
1897	79114	4251
1898	79155	4209
1899	79189	4167
1900	79229	4126
1901	79273	4084
1902	79312	4042
1903	79354	4001
1904	79390	3959
1905	79431	3917
1906	79469	3875
1907	79523	3834
1908	79554	3792
1909	79593	3750
1910	79632	3708
1911	79668	3666
1912	79712	3625
1913	79752	3583
1914	79790	3541
1915	79823	3499
1916	79857	3457
1917	79892	3415
1918	79933	3373
1919	79979	3332
1920	80032	3291
1921	80069	3249
1922	80110	3207
1923	80153	3166
1924	80190	3124
1925	80231	3082
1926	80279	3041
1927	80317	2999
1928	80355	2957
1929	80398	2915
1930	80439	2874
1931	80476	2832
1932	80513	2790
1933	80551	2748
1934	80595	2707
1935	80642	2665
1936	80681	2624
1937	80712	2582
1938	80750	2540
1939	80791	2498
1940	80830	2456
1941	80869	2415
1942	80906	2373
1943	80929	2331
1944	80951	2289
1945	80981	2247
1946	81016	2205
1947	81052	2163
1948	81084	2121
1949	81116	2079
1950	81150	2038
1951	81183	1996
1952	81210	1954
1953	81242	1912
1954	81277	1870
1955	81312	1829
1956	81345	1787
1957	81377	1745
1958	81415	1703
1959	81447	1662
1960	81482	1620
1961	81517	1578
1962	81552	1537
1963	81582	1495
1964	81616	1453
1965	81650	1412
1966	81687	1370
1967	81722	1328
1968	81759	1287
1969	81791	1245
1970	81823	1203
1971	81856	1162
1972	81890	1120
1973	81923	1079
1974	81956	1037
1975	81990	995
1976	82027	954
1977	82061	912
1978	82093	871
1979	82127	829
1980	82163	788
1981	82195	746
1982	82229	704
1983	82260	663
1984	82296	621
1985	82330	580
1986	82362	538
1987	82392	497
1988	82427	455
1989	82461	414
1990	82491	372
1991	82527	331
1992	82562	289
1993	82596	248
1994	82628	207
1995	82663	165
1996	82698	124
1997	82732	82
1998	82762	41
1999	82797	0
